display_record,year,state,armed_with,threat_type,flee_status,body_camera,median_income,poverty_rate,unemployment_rate,gini_index,bachelor_plus_rate,less_than_highschool_rate,population_density,land_area_sqmi,primary_cluster,profile_name
Incident record 02299,2017,CA,Knife,Attack,Not Fleeing,1,110816.0,0.0995857819600347,0.037919391821117,0.4999,0.5781886765595531,0.1173908401836233,18943.19374531434,46.685,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 02300,2017,TX,Gun,Threat,Not Fleeing,0,58645.0,0.1609140202538332,0.0616978086562988,0.4997,0.3073904263988472,0.189463848310437,2725.363266185904,1707.288,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 02301,2017,CA,Replica,Point,Not Fleeing,1,76207.0,0.1180781373880222,0.0585032002155098,0.4624,0.3878470350106508,0.1241194304250598,792.7122961803241,4210.462,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 02302,2017,NV,Blunt Object,Threat,Not Fleeing,0,57189.0,0.1384466818569553,0.0612502010641347,0.4688,0.2440987968817342,0.1393059142523394,279.2921540851793,7891.661,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 02303,2017,AL,Unclear Weapon Information,Unclear Threat,Vehicle,1,38988.0,0.2090984974958263,0.0969556324732536,0.4591,0.1688452596228364,0.1709635753035391,91.2065528976172,641.182,1,"Lower-income rural, older/White-composition profile"
Incident record 02304,2017,NY,Gun,Shoot,Foot,0,55604.0,0.1464054178886038,0.0462318515192336,0.4729,0.3435196012062281,0.0808542064127023,887.5727274558074,1042.763,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 02305,2017,TX,Gun,Shoot,Foot,0,72884.0,0.1168674888903468,0.034113565647237,0.478,0.4945340010305141,0.0966641259981621,1233.7141322702207,994.313,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 02306,2017,CA,Blunt Object,Attack,Foot,0,63045.0,0.1409286674123981,0.0657052768246313,0.4578,0.3054951344056396,0.1252573940986421,1585.6694430631528,965.28,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 02307,2017,CA,Gun,Shoot,Not Fleeing,0,65006.0,0.1486711606134172,0.0595008664357935,0.4991,0.3226818980379775,0.20700206567278,2503.1702450142284,4060.254,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 02308,2017,CT,Missing,Threat,Vehicle,0,91198.0,0.0879210426149004,0.0656948664018072,0.545,0.471442355938091,0.1102072638851364,1519.9465574347569,624.97,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 02309,2017,FL,Gun,Shoot,Not Fleeing,0,52062.0,0.1506014181150297,0.0614777330447987,0.4746,0.2942072125424679,0.100607798522582,1229.8789834557836,762.623,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 02310,2017,CO,Gun,Shoot,Not Fleeing,0,66517.0,0.1043601166873794,0.0385411536424871,0.3925,0.228755186082021,0.1595971436062742,431.239672538036,1166.792,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 02311,2017,SC,Unarmed,Flee,Foot,0,60181.0,0.1193160819753293,0.0526561012336842,0.4258,0.3032501436458567,0.10807164805516,416.0432645372224,698.586,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 02312,2017,OH,Gun,Shoot,Not Fleeing,0,49153.0,0.1515336254524671,0.0587013554875382,0.4259,0.153424583569558,0.0921141437866148,100.81012511206367,551.026,1,"Lower-income rural, older/White-composition profile"
Incident record 02313,2017,MI,Replica,Point,Not Fleeing,0,78430.0,0.058910677728693,0.0463463493693312,0.3995,0.3470151851536694,0.0459731881087018,330.71164228953944,565.284,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 02314,2017,OR,Knife,Threat,Foot,0,63974.0,0.1463175948345439,0.0474805700597976,0.4684,0.4536849429493493,0.0789658580734283,1873.594899528791,431.019,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 02315,2017,MO,Gun,Shoot,Not Fleeing,0,41441.0,0.2034635200265913,0.0696610953606718,0.5017,0.3709881315083443,0.1182529216497658,5000.421257290992,61.72,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 02316,2017,CA,Missing,Move,Vehicle,0,76207.0,0.1180781373880222,0.0585032002155098,0.4624,0.3878470350106508,0.1241194304250598,792.7122961803241,4210.462,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 02317,2017,TX,Gun,Shoot,Not Fleeing,0,65052.0,0.1160314324216248,0.0458758745027337,0.4471,0.3144215932645141,0.1483576826540595,2374.116556732196,865.364,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 02318,2017,PA,Knife,Threat,Not Fleeing,0,39759.0,0.2572591121704969,0.0913883509286781,0.5576,0.2833556257221014,0.1470507587932552,11768.941001302812,134.325,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 02319,2017,MT,Gun,Point,Not Fleeing,0,57955.0,0.101396901323311,0.035450250640124,0.4606,0.3021394142683992,0.0705151694525091,59.36507936507936,2633.4,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 02320,2017,AL,Unarmed,Accident,Not Fleeing,0,52562.0,0.118454618522013,0.055044225369952,0.4618,0.3074212358937785,0.0978660625638013,127.90870277328408,1589.884,1,"Lower-income rural, older/White-composition profile"
Incident record 02321,2017,FL,Gun,Shoot,Vehicle,0,60057.0,0.11685284085036,0.0587917568041729,0.5182,0.3620285953022003,0.1126162844675517,748.9360185713123,1964.32,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 02322,2017,WI,Gun,Shoot,Foot,0,47591.0,0.1890973091835461,0.0527199945044308,0.4739,0.3067391879873748,0.1134855097391737,3943.083033417959,241.457,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 02323,2017,MO,Gun,Shoot,Missing,0,52005.0,0.1873382356498391,0.0436963193343082,0.4759,0.4591710605094926,0.0645074067636209,254.66960153219816,685.551,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 02324,2017,AZ,Gun,Shoot,Vehicle,0,42311.0,0.1673843159229657,0.0758641366129092,0.4551,0.13510517697443,0.137448041315027,15.541417765835687,13332.117,1,"Lower-income rural, older/White-composition profile"
Incident record 02325,2017,VA,Gun,Shoot,Not Fleeing,0,49691.0,0.1391380244386925,0.0685542168674698,0.4257,0.1848370927318295,0.1459899749373433,107.33491745872938,319.84,1,"Lower-income rural, older/White-composition profile"
Incident record 02326,2017,AZ,Gun,Threat,Not Fleeing,0,62223.0,0.1340765181505641,0.0504277516233392,0.4626,0.3225057567247901,0.1240729543553515,468.0531961691873,9202.016,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 02327,2017,VA,Gun,Threat,Not Fleeing,0,46261.0,0.243734625557179,0.0624708013343277,0.5258,0.386001386001386,0.1489633599725343,3788.602419691281,59.925,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 02328,2017,TN,Gun,Point,Vehicle,0,34625.0,0.2451139619336119,0.0632978941751159,0.4779,0.1547092250030226,0.1748760730262362,165.56388421663377,341.258,1,"Lower-income rural, older/White-composition profile"
Incident record 02329,2017,CA,Unclear Weapon Information,Point,Vehicle,0,65006.0,0.1486711606134172,0.0595008664357935,0.4991,0.3226818980379775,0.20700206567278,2503.1702450142284,4060.254,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 02330,2017,CA,Knife,Attack,Foot,0,76207.0,0.1180781373880222,0.0585032002155098,0.4624,0.3878470350106508,0.1241194304250598,792.7122961803241,4210.462,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 02331,2017,OK,Other,Point,Not Fleeing,0,37741.0,0.2265877067592403,0.0797667292675694,0.4553,0.1386552078920293,0.1588694546995097,39.89450379966468,632.819,1,"Lower-income rural, older/White-composition profile"
Incident record 02332,2017,DC,Gun,Point,Not Fleeing,0,82372.0,0.1663836086715649,0.0659077794163341,0.5281,0.5732126466294929,0.0977145814716122,11353.139416942056,61.126,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 02333,2017,AZ,Knife,Threat,Missing,0,62223.0,0.1340765181505641,0.0504277516233392,0.4626,0.3225057567247901,0.1240729543553515,468.0531961691873,9202.016,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 02334,2017,CA,Gun,Shoot,Not Fleeing,0,86217.0,0.1146927907904918,0.0424205563941484,0.4649,0.402811088181159,0.150028939286018,4023.877901337804,792.867,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 02335,2017,MT,Gun,Shoot,Vehicle,0,59397.0,0.1298707978438875,0.0426942410849836,0.4662,0.4882008210849604,0.0315741640289573,38.663843761730654,2605.354,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 02336,2017,VA,Missing,Attack,Vehicle,0,117237.0,0.0523248043801599,0.0251572327044025,0.4445,0.7593855083145239,0.0657043161822285,9038.158249028736,25.997,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 02337,2017,PA,Other,Threat,Not Fleeing,0,66066.0,0.101665262970495,0.0487400593434263,0.4609,0.2991645757567214,0.0929820604625374,820.4858472580162,369.787,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 02338,2017,ME,Gun,Shoot,Not Fleeing,0,50116.0,0.1414639127881743,0.0571387007613105,0.4289,0.2667080773920445,0.0869395173349897,139.81908328923964,867.471,1,"Lower-income rural, older/White-composition profile"
Incident record 02339,2017,CA,Replica,Point,Not Fleeing,1,96296.0,0.0921901538386344,0.0469215912634798,0.4571,0.4642634923895614,0.1200353464572476,2255.298260649067,737.459,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 02340,2017,WI,Gun,Shoot,Not Fleeing,0,65564.0,0.0705022801017276,0.0236905937508988,0.4187,0.2993417409054227,0.0588477301137712,291.8311617627914,637.557,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 02341,2017,PA,Gun,Shoot,Vehicle,0,60871.0,0.1282069230058489,0.0614522489087573,0.457,0.2942022233646061,0.1177547873024033,1061.2678666574002,345.336,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 02342,2017,LA,Unarmed,Attack,Not Fleeing,0,40695.0,0.1956888551421581,0.0949473684210526,0.4906,0.141558047893301,0.1654440739618066,27.860761962126904,866.631,1,"Lower-income rural, older/White-composition profile"
Incident record 02343,2017,FL,Unarmed,Attack,Not Fleeing,0,54107.0,0.1537854590135798,0.0485663434630853,0.4955,0.3408454628683641,0.1035035227619515,1493.8285686443005,903.032,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 02344,2017,ID,Knife,Attack,Not Fleeing,0,45154.0,0.1490954952114452,0.0729662792912935,0.4263,0.1760084793316291,0.1222021323025126,8.53051254943369,3075.079,1,"Lower-income rural, older/White-composition profile"
Incident record 02345,2017,AZ,Gun,Shoot,Vehicle,0,62223.0,0.1340765181505641,0.0504277516233392,0.4626,0.3225057567247901,0.1240729543553515,468.0531961691873,9202.016,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 02346,2017,NV,Gun,Shoot,Not Fleeing,0,44225.0,0.172790420282059,0.1142022280392037,0.4123,0.1146813740183442,0.1476530184041724,2.3812674507205345,18181.914,1,"Lower-income rural, older/White-composition profile"
Incident record 02347,2017,CA,Gun,Threat,Not Fleeing,0,116653.0,0.0622506893427416,0.0357617176691937,0.4794,0.5164500683994528,0.0969094247246022,1719.5176318487806,448.62,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 02348,2017,TN,Gun,Shoot,Not Fleeing,0,55266.0,0.13911386690743,0.0369618495220978,0.4932,0.3734334543362242,0.0827485219437611,908.5919441302316,508.325,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 02349,2017,OH,Unarmed,Attack,Not Fleeing,1,50984.0,0.144881898448659,0.0598797534458592,0.4363,0.2207760730059556,0.089583878364445,647.6670966575452,575.206,1,"Lower-income rural, older/White-composition profile"
Incident record 02350,2017,CA,Gun,Shoot,Not Fleeing,0,65006.0,0.1486711606134172,0.0595008664357935,0.4991,0.3226818980379775,0.20700206567278,2503.1702450142284,4060.254,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 02351,2017,AK,Gun,Shoot,Vehicle,0,76250.0,0.0767020220492188,0.079709288584259,0.3977,0.3309621198648408,0.0541445039044185,13.63781871248717,7334.824,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 02352,2017,NM,Unarmed,Threat,Not Fleeing,0,36089.0,0.2852220065750386,0.1595903002713823,0.4483,0.1237497221604801,0.1932651700377861,5.957950512600925,4539.984,1,"Lower-income rural, older/White-composition profile"
Incident record 02353,2017,MO,Gun,Shoot,Not Fleeing,0,41441.0,0.2034635200265913,0.0696610953606718,0.5017,0.3709881315083443,0.1182529216497658,5000.421257290992,61.72,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 02354,2017,AZ,Replica,Point,Not Fleeing,0,51425.0,0.1669265732750147,0.0725568349571892,0.4758,0.3355785007444118,0.1052287075579348,111.30746375731972,9188.683,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 02355,2017,TN,Missing,Threat,Vehicle,0,31875.0,0.2619457497789978,0.0940959409594096,0.475,0.0834845735027223,0.2191302009813806,41.234188926941705,532.301,1,"Lower-income rural, older/White-composition profile"
Incident record 02356,2017,GA,Gun,Shoot,Not Fleeing,0,59333.0,0.1420522180779303,0.0792381163619224,0.4092,0.2668531841193711,0.117628119726441,700.2838070112324,200.136,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 02357,2017,FL,Gun,Shoot,Vehicle,0,49930.0,0.1662361179820042,0.0593729920906139,0.5074,0.2933837336586853,0.1818658759240385,1448.3487494960405,1899.954,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 02358,2017,NC,Gun,Shoot,Not Fleeing,0,77318.0,0.0889298682534552,0.0349591829474672,0.4235,0.5223467588958204,0.0778225389650481,1284.6800949428894,834.607,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 02359,2017,CA,Blunt Object,Threat,Not Fleeing,0,119035.0,0.0740465892397922,0.0401928376744238,0.4589,0.5168083385962837,0.1152760947494724,1501.1827270727542,1291.084,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 02360,2017,ME,Gun,Threat,Not Fleeing,0,62618.0,0.0847815994509709,0.048493774508918,0.438,0.3087360201132738,0.0725416920018309,203.2435595417652,991.195,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 02361,2017,CA,Missing,Attack,Vehicle,1,77133.0,0.0988492954118989,0.067329312817543,0.4313,0.2661811849189758,0.1303658723506948,542.0938111510266,821.736,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 02362,2017,WV,Gun,Shoot,Not Fleeing,0,59480.0,0.1297458056118021,0.0831827353276603,0.3928,0.2068671218487394,0.1183692226890756,347.5333879289676,321.149,1,"Lower-income rural, older/White-composition profile"
Incident record 02363,2017,CA,Missing,Attack,Missing,0,60420.0,0.1615874436506409,0.0817313569059512,0.4343,0.2050284509110403,0.2007794084184062,107.50378945919674,20068.167,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 02364,2017,CO,Gun,Threat,Vehicle,0,75357.0,0.076026262502301,0.0386431933257406,0.4486,0.4369387217571545,0.079552924200955,805.9436987944408,797.887,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 02365,2017,NV,Gun,Shoot,Not Fleeing,0,57189.0,0.1384466818569553,0.0612502010641347,0.4688,0.2440987968817342,0.1393059142523394,279.2921540851793,7891.661,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 02366,2017,FL,Missing,Attack,Vehicle,0,64294.0,0.1141657760208089,0.0568135593220339,0.4421,0.2716203394595354,0.0864989282074709,120.91459438460508,648.681,1,"Lower-income rural, older/White-composition profile"
Incident record 02367,2017,AL,Gun,Attack,Not Fleeing,0,45569.0,0.1374509103891467,0.0666218938885157,0.4529,0.1710797657345541,0.1936814319887816,30.45069159197853,561.892,1,"Lower-income rural, older/White-composition profile"
Incident record 02368,2017,MS,Unarmed,Attack,Not Fleeing,0,39555.0,0.2629954178606531,0.1193292532316052,0.4824,0.2673737091822495,0.1333862899589944,162.7213856261882,466.042,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 02369,2017,OK,Gun,Point,Foot,0,52441.0,0.1464566186354739,0.0582079395085066,0.4778,0.317356208227431,0.1035489033229784,1133.3188365641254,570.242,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 02370,2017,IL,Gun,Shoot,Not Fleeing,0,61405.0,0.1443529515699263,0.0707453595646216,0.5067,0.3863410954075784,0.1302727010928724,5515.007556163248,944.924,0,"Dense urban, higher-Black-composition firearm profile"
