matcher,context_scenario,armed_with,threat_type,flee_status,body_camera,closest_cluster,first_distance,second_distance,first_vs_second_margin,distance_cluster_0,distance_cluster_1,distance_cluster_2,distance_cluster_3
Expanded matcher,Neutral reference,Missing,Move,Vehicle,False,3,2.3132920060455446,2.3212493567418333,0.007957350696288668,2.6133780662453616,2.3212493567418333,2.770722410582414,2.3132920060455446
Expanded matcher,Neutral reference,Missing,Move,Vehicle,True,3,2.432036316963966,2.491678856566165,0.05964253960219912,2.722782103930973,2.491678856566165,2.886134424192551,2.432036316963966
Expanded matcher,Neutral reference,Missing,Point,Foot,False,3,2.3084769832655967,2.308644275325811,0.00016729206021448562,2.5891444470645624,2.308644275325811,2.7597509576386665,2.3084769832655967
Expanded matcher,Neutral reference,Missing,Point,Foot,True,3,2.4274568428840215,2.479940188407603,0.05248334552358136,2.6995307807320312,2.479940188407603,2.8756033429861603,2.4274568428840215
Expanded matcher,Neutral reference,Missing,Point,Missing,False,3,2.2965194944216063,2.300098740330971,0.003579245909364648,2.5974423848179584,2.300098740330971,2.7663900602244964,2.2965194944216063
Expanded matcher,Neutral reference,Missing,Point,Missing,True,3,2.4160882703361444,2.4719868857574094,0.05589861542126506,2.707490426724208,2.4719868857574094,2.8819755729906067,2.4160882703361444
Expanded matcher,Neutral reference,Missing,Point,Not Fleeing,False,1,2.210562689767081,2.219571630275685,0.009008940508604013,2.513028956734385,2.210562689767081,2.690100234386698,2.219571630275685
Expanded matcher,Neutral reference,Missing,Point,Not Fleeing,True,3,2.343070413735382,2.3889019137408654,0.045831500005483417,2.6266160750554963,2.3889019137408654,2.8088268919698507,2.343070413735382
Expanded matcher,Neutral reference,Missing,Point,Vehicle,False,1,2.2870640299922282,2.2925405468949043,0.005476516902676032,2.586307294862979,2.2870640299922282,2.750446392423396,2.2925405468949043
Expanded matcher,Neutral reference,Missing,Point,Vehicle,True,3,2.4123065520274616,2.459863172082705,0.047556620055243304,2.6968097618882743,2.459863172082705,2.8666748325543514,2.4123065520274616
Expanded matcher,Neutral reference,Missing,Shoot,Foot,False,3,2.2853734679731925,2.288863637305818,0.00349016933262547,2.563595794610571,2.288863637305818,2.74805114304339,2.2853734679731925
Expanded matcher,Neutral reference,Missing,Shoot,Foot,True,3,2.405496337538939,2.4615364507285515,0.05604011318961266,2.675036610310116,2.4615364507285515,2.8643767773789333,2.405496337538939
Expanded matcher,Neutral reference,Missing,Shoot,Missing,False,3,2.2732944582933508,2.2802439727928894,0.006949514499538623,2.5719761610148235,2.2802439727928894,2.7547184433083967,2.2732944582933508
Expanded matcher,Neutral reference,Missing,Shoot,Missing,True,3,2.3940234827387745,2.453523491540848,0.05950000880207362,2.683068922182764,2.453523491540848,2.8707739269940915,2.3940234827387745
Expanded matcher,Neutral reference,Missing,Shoot,Not Fleeing,False,1,2.1898962910550015,2.1955327662718793,0.005636475216877823,2.4866984070781997,2.1898962910550015,2.6780961535467527,2.1955327662718793
Expanded matcher,Neutral reference,Missing,Shoot,Not Fleeing,True,3,2.32031137340894,2.3697912806112162,0.04947990720227624,2.6014354568429496,2.3697912806112162,2.7973323445110263,2.32031137340894
Expanded matcher,Neutral reference,Missing,Shoot,Vehicle,False,1,2.267095109930431,2.2692747883422966,0.0021796784118657264,2.5607303360254874,2.267095109930431,2.738706828813449,2.2692747883422966
Expanded matcher,Neutral reference,Missing,Shoot,Vehicle,True,3,2.3902068543963737,2.441308089028291,0.051101234631917514,2.67229065077054,2.441308089028291,2.855413163133325,2.3902068543963737
Expanded matcher,Neutral reference,Missing,Threat,Foot,False,3,2.2835000956808806,2.302276976805519,0.01877688112463849,2.5809179224058325,2.302276976805519,2.7418823222337156,2.2835000956808806
Expanded matcher,Neutral reference,Missing,Threat,Foot,True,3,2.4037165866158228,2.4740137885657094,0.07029720194988665,2.6916416534431304,2.4740137885657094,2.858459009148705,2.4037165866158228
Expanded matcher,Neutral reference,Missing,Threat,Missing,False,3,2.2714111237215584,2.2937077196552833,0.022296595933724905,2.589242224450849,2.2937077196552833,2.7485645864885746,2.2714111237215584
Expanded matcher,Neutral reference,Missing,Threat,Missing,True,3,2.3922351963725186,2.4660413725829367,0.07380617621041807,2.699624560051566,2.4660413725829367,2.8648693729566017,2.3922351963725186
Expanded matcher,Neutral reference,Missing,Threat,Not Fleeing,False,3,2.1935826692040177,2.2039120430099732,0.010329373805955555,2.5045524334331453,2.2039120430099732,2.671765819048815,2.1935826692040177
Expanded matcher,Neutral reference,Missing,Threat,Not Fleeing,True,3,2.31846623189333,2.382749093255286,0.06428286136195638,2.6185072770894338,2.382749093255286,2.791272439201023,2.31846623189333
Expanded matcher,Neutral reference,Missing,Threat,Vehicle,False,3,2.2673881149606365,2.2806364824799266,0.013248367519290039,2.578071716979929,2.2806364824799266,2.7325169127354165,2.2673881149606365
Expanded matcher,Neutral reference,Missing,Threat,Vehicle,True,3,2.3884157103951105,2.4538882846011774,0.06547257420606689,2.688912651286068,2.4538882846011774,2.849476779408938,2.3884157103951105
Expanded matcher,Neutral reference,Missing,Unclear Threat,Foot,False,3,2.3290252084594005,2.3391497213722157,0.010124512912815131,2.6168631537078153,2.3391497213722157,2.782411419397795,2.3290252084594005
Expanded matcher,Neutral reference,Missing,Unclear Threat,Foot,True,3,2.4470061633426234,2.508363284510481,0.06135712116785763,2.726127332607199,2.508363284510481,2.8973578558405406,2.4470061633426234
Expanded matcher,Neutral reference,Missing,Unclear Threat,Missing,False,3,2.3171737586186314,2.33071603681641,0.013542278197778757,2.6250734732416836,2.33071603681641,2.788996580119202,2.3171737586186314
Expanded matcher,Neutral reference,Missing,Unclear Threat,Missing,True,3,2.4357288374177095,2.500500388393829,0.06477155097611931,2.7340095479481388,2.500500388393829,2.903682345216544,2.4357288374177095
Expanded matcher,Neutral reference,Missing,Unclear Threat,Not Fleeing,False,3,2.2409352202366284,2.2424028260754905,0.0014676058388620739,2.5415779222470958,2.2424028260754905,2.7133424460718336,2.2409352202366284
Expanded matcher,Neutral reference,Missing,Unclear Threat,Not Fleeing,True,3,2.36331788024684,2.418395208082385,0.055077327835544754,2.653943443860154,2.418395208082385,2.831094570596455,2.36331788024684
Expanded matcher,Neutral reference,Missing,Unclear Threat,Vehicle,False,3,2.3132303384076374,2.317853512689136,0.00462317428149861,2.6140560860336977,2.317853512689136,2.773182885458979,2.3132303384076374
Expanded matcher,Neutral reference,Missing,Unclear Threat,Vehicle,True,3,2.4319776603264565,2.488515592551082,0.05653793222462555,2.72343288686985,2.488515592551082,2.8884965906520006,2.4319776603264565
Expanded matcher,Neutral reference,Multiple Weapons,Accident,Foot,False,3,2.3427050867520327,2.3546343926937716,0.01192930594173891,2.6247841344718967,2.3546343926937716,2.791356694643198,2.3427050867520327
Expanded matcher,Neutral reference,Multiple Weapons,Accident,Foot,True,3,2.4600300537374094,2.522809559071168,0.06277950533375876,2.7337317390208233,2.522809559071168,2.905949317303219,2.4600300537374094
Expanded matcher,Neutral reference,Multiple Weapons,Accident,Missing,False,3,2.3309231925323686,2.3462563688850895,0.015333176352720912,2.632969754338042,2.3462563688850895,2.7979208019260935,2.3309231925323686
Expanded matcher,Neutral reference,Multiple Weapons,Accident,Missing,True,3,2.4488127064523986,2.5149918283402712,0.06617912188787267,2.7415920913975076,2.5149918283402712,2.9122551488247725,2.4488127064523986
